Created By ID,Created Date,Deleted,Last Modified By ID,Last Modified Date,Line Description,Line Item ID,Opportunity ID,Product Name,Price Book Entry ID,Product Code,Product ID,System Modstamp,Discount,List Price,Quantity,Sales Price,Sort Order,Subtotal,Total Price
0055A000008iLoOQAU,11/5/2020,FALSE,0055A000008iLoOQAU,11/5/2020,Other,00k5A00000sKtF5QAK,0065A00001cKIcbQAG,Yoga Mat,01u5A000018IUPLQA4,850-00034,01t31000007WXnRAAW,11/5/2020,0,695,1,695,1,695,695
0055A00000Bnt5cQAB,7/1/2021,FALSE,0055A00000Bnt5cQAB,7/1/2021,Other,00k6w0000051bABAAY,0066w0000046hj8AAA,Electric Toothbrush,01u5A0000195qjtQAA,720-00033,01t31000007EKMpAAO,7/1/2021,0,10000,1,10000,1,10000,10000
00531000007MUoEAAW,6/25/2020,FALSE,00531000007MUoEAAW,6/25/2020,Other,00k5A00000pnzMxQAI,0065A00001axEQNQA2,Men's Running Shoes,01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,6/25/2020,0,6500,1,6500,1,6500,6500
00531000007MUoEAAW,4/1/2021,FALSE,00531000007MUoEAAW,5/5/2021,Other,00k5A00000v1uP3QAI,0065A00001df4G3QAI,Wireless Earbuds,01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,5/5/2021,0,6500,1,6500,1,6500,6500
00531000007MUoEAAW,8/17/2020,FALSE,00531000007MUoEAAW,8/17/2020,Other,00k5A00000sJnlvQAC,0065A00001aLiNVQA0,Gaming Chair,01u5A000017emPiQAI,Shipping,01t31000007EJZ4AAO,8/17/2020,0,350,1,450,6,450,450
0055A00000BNXCfQAP,11/3/2020,FALSE,0055A00000BNXCfQAP,11/3/2020,Other,00k5A00000sKrQZQA0,0065A00001cJWfFQAW,Electric Kettle,01u5A000018IUPbQAO,850-00051,01t5A000007ighVQAQ,11/3/2020,0,128000,1,138000,1,138000,138000
0055A000008zqzaQAA,11/4/2019,FALSE,0055A000008zqzaQAA,11/4/2019,Other,00k5A00000psgYqQAI,0065A00001XogEAQAZ,Smartphone Charging Cable,01u5A0000125eSwQAI,ZCAS-TI-01,01t5A000006vyofQAA,11/4/2019,33,49950,1,49950,1,49950,33466.5
0055A000008iLoOQAU,11/4/2020,FALSE,0055A000008iLoOQAU,11/4/2020,Other,00k5A00000sKsOCQA0,0065A00001cJdIoQAK,Organic Cotton T-Shirt,01u5A000018IUPcQAO,850-00050,01t5A000007ighaQAA,11/4/2020,0,4000,4,4000,1,16000,16000
00531000007MUoEAAW,4/30/2021,FALSE,00531000007MUoEAAW,4/30/2021,Other,00k6e00000v2FGXAA2,0066e00001e04IFAAY,Adjustable Dumbbell Set,01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,4/30/2021,0,39,1,39,2,39,39
00531000007MUoEAAW,4/30/2021,FALSE,00531000007MUoEAAW,4/30/2021,Other,00k6e00000v2FGYAA2,0066e00001e04IFAAY,Pet Water Dispenser,01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,4/30/2021,0,199,1,199,3,199,199
00531000007MUoEAAW,4/30/2021,FALSE,00531000007MUoEAAW,4/30/2021,Other,00k6e00000v2FGSAA2,0066e00001e04IFAAY,Smartwatch,01u5A00000tbG2bQAE,MX908-01-1-0-03-00,01t5A000006vvhyQAA,4/30/2021,0,65000,1,65000,1,65000,65000
0055A000008iLoOQAU,4/5/2021,FALSE,0055A000008iLoOQAU,4/5/2021,Other,00k5A00000v1vMpQAI,0065A00001dfITsQAM,Garden Hose,01u5A0000195qkMQAQ,850-00050,01t5A000007ighaQAA,4/5/2021,10,4000,12,4000,1,48000,43200
00531000007MUoEAAW,4/30/2021,FALSE,00531000007MUoEAAW,4/30/2021,Other,00k6e00000v2FGhAAM,0066e00001e04IFAAY,Stainless Steel Cookware Set,01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,4/30/2021,0,6500,1,6500,5,6500,6500
00531000007MUoEAAW,4/30/2021,FALSE,00531000007MUoEAAW,4/30/2021,Other,00k6e00000v2FGcAAM,0066e00001e04IFAAY,Camping Tent,01u5A000017CLgWQAW,820-00807,01t5A000007lypvQAA,4/30/2021,0,199,1,199,4,199,199
0055A000008iLoOQAU,4/30/2021,FALSE,0055A000008iLoOQAU,4/30/2021,Other,00k6e00000v2FFZAA2,0066e00001e03q6AAA,Fitness Tracker,01u5A0000195qlEQAQ,810-00194,01t31000007WXnCAAW,4/30/2021,0,3795,1,3795,1,3795,3795
0055A000008iLoOQAU,4/30/2021,FALSE,0055A000008iLoOQAU,6/16/2021,Other,00k6e00000v2FEvAAM,0066e00001e03knAAA,Portable Electric Heater,01u5A0000195qkMQAQ,850-00050,01t5A000007ighaQAA,6/16/2021,0,4000,4,4000,1,16000,16000
00531000007MUoEAAW,5/24/2021,FALSE,00531000007MUoEAAW,5/24/2021,Other,00k6e00000v3YkAAAU,0066e00001eK8LbAAK,LED Desk Lamp,01u5A000017CLgVQAW,820-00807,01t5A000007lypvQAA,5/24/2021,18,199,2,199,4,398,326.36
00531000007MUoEAAW,5/24/2021,FALSE,00531000007MUoEAAW,5/24/2021,Other,00k6e00000v3YkBAAU,0066e00001eK8LbAAK,Camping Tent,01u5A00000tbFzuQAE,415-00044,01t5A000006vvfsQAA,5/24/2021,18,199,2,199,5,398,326.36
00531000007MUoEAAW,5/24/2021,FALSE,00531000007MUoEAAW,5/24/2021,Other,00k6e00000v3Yk9AAE,0066e00001eK8LbAAK,Wireless Earbuds,01ui000000re0slAAA,900-00501,01ti00000069do8AAA,5/24/2021,18,6500,2,6500,2,13000,10660
00531000007MUoEAAW,5/24/2021,FALSE,00531000007MUoEAAW,5/24/2021,Other,00k6e00000v3Yk8AAE,0066e00001eK8LbAAK,Memory Foam Pillow,01u5A0000195rSNQAY,850-00053,01t5A000008dhS2QAI,5/24/2021,18,6500,2,6500,3,13000,10660
0055A000008iLoOQAU,4/30/2021,FALSE,0055A000008iLoOQAU,4/30/2021,Other,00k6e00000v2FFeAAM,0066e00001e03tjAAA,Yoga Mat,01u5A0000195qkTQAQ,850-00048,01t5A000007m0baQAA,4/30/2021,0,725,1,725,1,725,725
00531000007MUoEAAW,5/24/2021,FALSE,00531000007MUoEAAW,5/24/2021,Other,00k6e00000v3YlsAAE,0066e00001eK8LbAAK,Memory Foam Pillow,01u5A0000195tCcQAI,MX908-01-0-1-03,01t5A000008tjMwQAI,5/24/2021,18,65000,2,65000,1,130000,106600
0055A000009GxI2QAK,5/17/2021,FALSE,0055A000009GxI2QAK,5/17/2021,Other,00k6e00000v3IKxAAM,0066e00001eJdxdAAC,Adjustable Dumbbell Set,01u31000011MKLHAA4,MX908-01-0-0-00,01t31000007lHiGAAU,5/17/2021,25,65000,1,65000,1,65000,48750
00531000007KAsvAAG,11/3/2020,FALSE,00531000007KAsvAAG,11/3/2020,Other,00k5A00000sKrnoQAC,0065A00001cJZA9QAO,Robot Vacuum,01u5A00000tbG2bQAE,MX908-01-1-0-03-00,01t5A000006vvhyQAA,11/3/2020,1,65000,1,65000,1,65000,64350
00531000007KAsvAAG,11/3/2020,FALSE,00531000007KAsvAAG,11/3/2020,Other,00k5A00000sKrnpQAC,0065A00001cJZA9QAO,Ceramic Coffee Mug,01u5A00000tbFzvQAE,415-00044,01t5A000006vvfsQAA,11/3/2020,1,199,1,199,1,199,197.01
00531000007MUoEAAW,11/18/2019,FALSE,00531000007MUoEAAW,11/18/2019,Other,00k5A00000psyZVQAY,0065A00001Y11n4QAB,Camping Tent,01u3100000wyc1QAAQ,MX908-01-1-0-00-00,01t31000007EKQwAAO,11/18/2019,0,65000,1,65000,1,65000,65000
00531000007MUoEAAW,5/24/2021,FALSE,00531000007MUoEAAW,5/24/2021,Other,00k6e00000v3YlLAAU,0066e00001eK8LbAAK,Organic Cotton T-Shirt,01ui000000re0tdAAA,900-00603,01ti0000006jEVwAAM,5/24/2021,0,7500,1,7500,6,7500,7500
0055A000008zqzaQAA,4/30/2021,FALSE,0055A000008zqzaQAA,4/30/2021,Other,00k6e00000v2FGxAAM,0066e00001e04TDAAY,Pet Water Dispenser,01u5A0000195r3JQAQ,850-00059,01t5A000008tfLsQAI,4/30/2021,0,4450,1,4450,1,4450,4450
0055A000008zqzaQAA,4/30/2021,FALSE,0055A000008zqzaQAA,4/30/2021,Other,00k6e00000v2FGwAAM,0066e00001e04TDAAY,Organic Cotton T-Shirt,01u5A0000195qkLQAQ,850-00051,01t5A000007ighVQAQ,4/30/2021,0,134400,1,134400,1,134400,134400
00531000007KAu8AAG,5/17/2021,FALSE,00531000007KAu8AAG,5/17/2021,Other,00k6e00000v3IJxAAM,0066e00001eJd24AAC,Wireless Mouse,01u5A0000195qlGQAQ,850-00034,01t31000007WXnRAAW,5/17/2021,0,798,1,798,1,798,798
0055A000008zqzaQAA,4/30/2021,FALSE,0055A000008zqzaQAA,4/30/2021,Other,00k6e00000v2FGzAAM,0066e00001e04TDAAY,LED Desk Lamp,01u5A0000195qkCQAQ,720-00063,01t5A0000073GN8QAM,4/30/2021,12,20160,1,20160,1,20160,17740.8
00531000007KAu8AAG,5/17/2021,FALSE,00531000007KAu8AAG,5/17/2021,Other,00k6e00000v3IJyAAM,0066e00001eJd24AAC,Wireless Mouse,01u5A0000195qlJQAQ,850-00043,01t5A000006vx9WQAQ,5/17/2021,0,5659,1,5659,1,5659,5659
0055A000008zqzaQAA,4/30/2021,FALSE,0055A000008zqzaQAA,4/30/2021,Other,00k6e00000v2FGyAAM,0066e00001e04TDAAY,Adjustable Dumbbell Set,01u5A0000195qkMQAQ,850-00050,01t5A000007ighaQAA,4/30/2021,0,4000,6,4000,1,24000,24000
00531000007KAu8AAG,5/17/2021,FALSE,00531000007KAu8AAG,5/17/2021,Other,00k6e00000v3IJvAAM,0066e00001eJd24AAC,Stainless Steel Cookware Set,01u5A0000195qlEQAQ,810-00194,01t31000007WXnCAAW,5/17/2021,0,3795,1,3795,1,3795,3795
00531000007MUoEAAW,5/24/2021,FALSE,00531000007MUoEAAW,5/24/2021,Other,00k6e00000v3YkhAAE,0066e00001eK8UTAA0,Robot Vacuum,01u5A000017emM2QAI,850-00053,01t5A000008dhS2QAI,5/24/2021,0,6500,1,6500,1,6500,6500
00531000007KAu8AAG,5/17/2021,FALSE,00531000007KAu8AAG,5/17/2021,Other,00k6e00000v3IJwAAM,0066e00001eJd24AAC,Electric Kettle,01u5A0000195qlgQAA,810-00227,01t5A000007m0bVQAQ,5/17/2021,0,5769,1,5769,1,5769,5769
00531000007KAu8AAG,5/17/2021,FALSE,00531000007KAu8AAG,5/17/2021,Other,00k6e00000v3IJuAAM,0066e00001eJd24AAC,Electric Kettle,01u5A0000195qlOQAQ,850-00052,01t5A0000073DalQAE,5/17/2021,0,798,1,798,1,798,798
0055A000008iLoOQAU,11/4/2020,FALSE,0055A000008iLoOQAU,11/4/2020,Other,00k5A00000sKsNnQAK,0065A00001cJdDbQAK,Wireless Earbuds,01u5A000018IUPcQAO,850-00050,01t5A000007ighaQAA,11/4/2020,0,4000,2,4000,1,8000,8000
0055A000009GxI2QAK,5/17/2021,FALSE,0055A000009GxI2QAK,5/17/2021,Other,00k6e00000v3IKnAAM,0066e00001eJdsdAAC,Laptop Stand,01u31000011MKLHAA4,MX908-01-0-0-00,01t31000007lHiGAAU,5/17/2021,25,65000,1,65000,1,65000,48750
00531000007MUoEAAW,10/8/2020,FALSE,00531000007MUoEAAW,2/16/2021,Other,00k5A00000sKPjyQAG,0065A00001bqqp3QAA,Kids' Educational Tablet,01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,2/16/2021,0,6500,1,6500,1,6500,6500
00531000007Es7rAAC,5/17/2021,FALSE,00531000007Es7rAAC,5/17/2021,Other,00k6e00000v3ILHAA2,0066e00001eJeAWAA0,Wireless Mouse,01u5A000017emM2QAI,850-00053,01t5A000008dhS2QAI,5/17/2021,0,6500,60,6500,1,390000,390000
0055A00000Bb2djQAB,11/3/2020,FALSE,0055A00000Bb2djQAB,11/3/2020,Other,00k5A00000sKrnUQAS,0065A00001aKoGcQAK,Electric Kettle,01u5A000018IUP2QAO,720-00033,01t31000007EKMpAAO,11/3/2020,0,10000,1,-5000,1,-5000,-5000
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9aYQAQ,0065A00001bBPhbQAG,Smartphone Charging Cable,01u5A00000tbG2fQAE,MX908-02-1-0-03-00,01t5A000006vvi3QAA,7/20/2020,0,71500,3,71500,2,214500,214500
00531000007MUoEAAW,4/2/2021,FALSE,00531000007MUoEAAW,4/2/2021,Other,00k5A00000v1uj9QAA,0065A00001df8jMQAQ,LED Desk Lamp,01u31000012MndYAAS,415-00042,01t31000007WT5yAAG,4/2/2021,10,199,3,199,4,597,537.3
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9aZQAQ,0065A00001bBPhbQAG,LED Desk Lamp,01u5A00000tbG2kQAE,MX908-03-1-0-03-00,01t5A000006vvi8QAA,7/20/2020,0,78000,3,78000,3,234000,234000
0055A000008iLoOQAU,2/23/2021,FALSE,0055A000008iLoOQAU,2/23/2021,Other,00k5A00000v1SfaQAE,0065A00001dIu5UQAS,Robot Vacuum,01u5A0000195qkMQAQ,850-00050,01t5A000007ighaQAA,2/23/2021,5,4000,12,4000,1,48000,45600
00531000007MUoEAAW,4/2/2021,FALSE,00531000007MUoEAAW,4/2/2021,Other,00k5A00000v1uibQAA,0065A00001df8VkQAI,Kids' Educational Tablet,01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,4/2/2021,4,6500,8,6500,1,52000,49920
00531000007MUoEAAW,4/2/2021,FALSE,00531000007MUoEAAW,4/2/2021,Other,00k5A00000v1ujBQAQ,0065A00001df8jMQAQ,Portable Electric Heater,01u5A000017CLgVQAW,820-00807,01t5A000007lypvQAA,4/2/2021,10,199,3,199,6,597,537.3
00531000007MUoEAAW,4/2/2021,FALSE,00531000007MUoEAAW,4/2/2021,Other,00k5A00000v1ujAQAQ,0065A00001df8jMQAQ,Mini Projector,01ui000000re0tdAAA,900-00603,01ti0000006jEVwAAM,4/2/2021,0,7500,1,7500,7,7500,7500
00531000007MUoEAAW,6/11/2021,FALSE,00531000007MUoEAAW,6/11/2021,Other,00k6e00000v3jgpAAA,0066e00001eMXYkAAO,Portable Electric Heater,01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,6/11/2021,0,6500,1,6500,1,6500,6500
0055A000008iLoOQAU,10/8/2020,FALSE,0055A000008iLoOQAU,10/8/2020,Other,00k5A00000sKPfaQAG,0065A00001bqqF6QAI,Bike Helmet,01u5A000018IUPIQA4,810-00195,01t31000007WXn2AAG,10/8/2020,0,3350,1,3350,1,3350,3350
0055A000008iLoOQAU,10/8/2020,FALSE,0055A000008iLoOQAU,10/8/2020,Other,00k5A00000sKPfbQAG,0065A00001bqqF6QAI,Stainless Steel Water Bottle,01u5A000018IUPKQA4,850-00033,01t31000007WXnHAAW,10/8/2020,0,695,1,695,1,695,695
005i0000002Zi8JAAS,3/14/2015,FALSE,005i0000002Zi8JAAS,3/14/2015,Other,00ki000000LjisyAAB,006i000000UWDNWAA5,Noise Cancelling Headphones,01ui000000pStJAAA0,M908-01-1-0-00,01ti00000069dn0AAA,3/14/2015,0,50000,1,50000,1,50000,50000
00531000008F2qlAAC,11/20/2020,FALSE,0055A00000BcrkYQAR,5/21/2021,Other,00k5A00000sL2FfQAK,0065A00001cUm6WQAS,Home Air Purifier,01u5A00000tbFzuQAE,415-00044,01t5A000006vvfsQAA,5/21/2021,25,199,1,199,1,199,149.25
005i0000002Zi8JAAS,3/14/2015,FALSE,005i0000002Zi8JAAS,3/14/2015,Other,00ki000000LjiszAAB,006i000000UWDNWAA5,Pet Water Dispenser,01ui000000pStJFAA0,M908-02-1-0-00,01ti00000069dn5AAA,3/14/2015,0,56500,1,56500,1,56500,56500
00531000007MUoEAAW,4/2/2021,FALSE,00531000007MUoEAAW,4/2/2021,Other,00k5A00000v1uj8QAA,0065A00001df8jMQAQ,Wireless Mouse,01u5A0000125ZV6QAM,820-00907,01t5A000007xznLQAQ,4/2/2021,10,39,3,39,3,117,105.3
0055A00000Bnt5hQAB,4/2/2021,FALSE,0055A00000Bnt5hQAB,6/10/2021,Other,00k5A00000v1uhvQAA,0065A00001df84dQAA,Bike Helmet,01u5A0000195qkCQAQ,720-00063,01t5A0000073GN8QAM,6/10/2021,10,20160,1,20160,1,20160,18144
00531000007MUoEAAW,4/2/2021,FALSE,00531000007MUoEAAW,4/2/2021,Other,00k5A00000v1uj7QAA,0065A00001df8jMQAQ,LED Desk Lamp,01u5A0000195rSNQAY,850-00053,01t5A000008dhS2QAI,4/2/2021,10,6500,3,6500,2,19500,17550
0055A00000Bnt5hQAB,4/2/2021,FALSE,0055A00000Bnt5hQAB,6/10/2021,Other,00k5A00000v1uhuQAA,0065A00001df84dQAA,Robot Vacuum,01u5A0000195qkMQAQ,850-00050,01t5A000007ighaQAA,6/10/2021,20,4000,6,4000,1,24000,19200
00531000007MUoEAAW,4/2/2021,FALSE,00531000007MUoEAAW,4/2/2021,Other,00k5A00000v1uj6QAA,0065A00001df8jMQAQ,Men's Running Shoes,01u5A000018IaCvQAK,MX908-01-0-0-03,01t5A000008sfbzQAA,4/2/2021,10,65000,3,65000,1,195000,175500
0055A00000Bnt5hQAB,4/2/2021,FALSE,0055A00000Bnt5hQAB,6/10/2021,Other,00k5A00000v1uhtQAA,0065A00001df84dQAA,Stainless Steel Water Bottle,01u5A0000195r3JQAQ,850-00059,01t5A000008tfLsQAI,6/10/2021,100,4450,1,4450,1,4450,0
00531000007MUoEAAW,4/2/2021,FALSE,00531000007MUoEAAW,4/2/2021,Other,00k5A00000v1uj5QAA,0065A00001df8jMQAQ,Noise Cancelling Headphones,01u5A00000tbFzuQAE,415-00044,01t5A000006vvfsQAA,4/2/2021,10,199,3,199,5,597,537.3
0055A00000Bnt5hQAB,4/2/2021,FALSE,0055A00000Bnt5hQAB,6/10/2021,Other,00k5A00000v1uhsQAA,0065A00001df84dQAA,Smartphone Charging Cable,01u5A0000195qkLQAQ,850-00051,01t5A000007ighVQAQ,6/10/2021,2.5,134400,1,134400,1,134400,131040
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9aqQAA,0065A00001bBRCfQAO,Kids' Educational Tablet,01u5A00000tbG2uQAE,MX908-05-1-0-03-00,01t5A000006vviIQAQ,7/20/2020,10,91000,3,91000,5,273000,245700
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9apQAA,0065A00001bBRCfQAO,Camping Tent,01u5A00000tbG2pQAE,MX908-04-1-0-03-00,01t5A000006vviDQAQ,7/20/2020,10,84500,3,84500,4,253500,228150
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9asQAA,0065A00001bBRCfQAO,Digital Alarm Clock,01u5A00000tbG2bQAE,MX908-01-1-0-03-00,01t5A000006vvhyQAA,7/20/2020,10,65000,3,65000,1,195000,175500
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9arQAA,0065A00001bBRCfQAO,Gaming Chair,01u5A0000125ZVHQA2,900-00605,01t5A000007xznVQAQ,7/20/2020,0,15000,1,15000,9,15000,15000
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9auQAA,0065A00001bBRCfQAO,Camping Tent,01u31000012MndZAAS,415-00042,01t31000007WT5yAAG,7/20/2020,10,199,3,199,7,597,537.3
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9atQAA,0065A00001bBRCfQAO,Adjustable Dumbbell Set,01u5A0000125ZV7QAM,820-00907,01t5A000007xznLQAQ,7/20/2020,10,39,3,39,6,117,105.3
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9avQAA,0065A00001bBRCfQAO,Stainless Steel Water Bottle,01u5A00000tbFzvQAE,415-00044,01t5A000006vvfsQAA,7/20/2020,10,199,3,199,8,597,537.3
00531000008F2qlAAC,11/20/2020,FALSE,00531000008F2qlAAC,11/20/2020,Other,00k5A00000sL2FJQA0,0065A00001cUoT3QAK,Gaming Chair,01u5A000017eScmQAE,720-00044,01t5A000008dR7JQAU,11/20/2020,25,3500,1,3500,1,3500,2625
00531000008F2qlAAC,11/20/2020,FALSE,00531000008F2qlAAC,11/20/2020,Other,00k5A00000sL2FLQA0,0065A00001cUoT3QAK,LED Desk Lamp,01u31000012MndYAAS,415-00042,01t31000007WT5yAAG,11/20/2020,25,199,30,199,1,5970,4477.5
00531000007MUoEAAW,6/11/2021,FALSE,00531000007MUoEAAW,6/11/2021,Other,00k6e00000v3jgkAAA,0065A00001bM9AhQAK,Pet Water Dispenser,01u3100000wybwTAAQ,900-00501,01ti00000069do8AAA,6/11/2021,0,6500,1,6500,1,6500,6500
00531000008F2qlAAC,11/20/2020,FALSE,00531000008F2qlAAC,11/20/2020,Other,00k5A00000sL2FGQA0,0065A00001cUoT3QAK,Pet Water Dispenser,01u31000012MndYAAS,415-00042,01t31000007WT5yAAG,11/20/2020,25,199,1,199,1,199,149.25
00531000008F2qlAAC,11/20/2020,FALSE,00531000008F2qlAAC,11/20/2020,Other,00k5A00000sL2FHQA0,0065A00001cUoT3QAK,Noise Cancelling Headphones,01u5A0000125ZV6QAM,820-00907,01t5A000007xznLQAQ,11/20/2020,25,39,30,39,1,1170,877.5
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9aoQAA,0065A00001bBRCfQAO,Mini Projector,01u5A00000tbG2kQAE,MX908-03-1-0-03-00,01t5A000006vvi8QAA,7/20/2020,10,78000,3,78000,3,234000,210600
00531000008F2qlAAC,11/20/2020,FALSE,00531000008F2qlAAC,11/20/2020,Other,00k5A00000sL2FIQA0,0065A00001cUoT3QAK,Men's Running Shoes,01u5A00000tbFzuQAE,415-00044,01t5A000006vvfsQAA,11/20/2020,25,199,1,199,1,199,149.25
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9anQAA,0065A00001bBRCfQAO,Organic Cotton T-Shirt,01u5A00000tbG2fQAE,MX908-02-1-0-03-00,01t5A000006vvi3QAA,7/20/2020,10,71500,3,71500,2,214500,193050
0055A00000Bnt5hQAB,4/2/2021,FALSE,0055A00000Bnt5hQAB,4/2/2021,Other,00k5A00000v1uisQAA,0065A00001df8Y0QAI,Adjustable Dumbbell Set,01u5A0000195qkMQAQ,850-00050,01t5A000007ighaQAA,4/2/2021,0,4000,6,4000,1,24000,24000
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9bBQAQ,0065A00001Z6p8NQAR,Smartwatch,01u5A000018IaCvQAK,MX908-01-0-0-03,01t5A000008sfbzQAA,7/20/2020,10,65000,50,65000,1,3250000,2925000
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9aaQAA,0065A00001bBPhbQAG,Electric Toothbrush,01u5A00000tbG2pQAE,MX908-04-1-0-03-00,01t5A000006vviDQAQ,7/20/2020,0,84500,3,84500,4,253500,253500
0055A00000Bnt5hQAB,4/2/2021,FALSE,0055A00000Bnt5hQAB,4/2/2021,Other,00k5A00000v1uirQAA,0065A00001df8Y0QAI,Organic Cotton T-Shirt,01u5A0000195r3JQAQ,850-00059,01t5A000008tfLsQAI,4/2/2021,0,4450,1,4450,1,4450,4450
0055A00000Bnt5hQAB,4/2/2021,FALSE,0055A00000Bnt5hQAB,4/2/2021,Other,00k5A00000v1uiqQAA,0065A00001df8Y0QAI,Gaming Chair,01u5A0000195qkLQAQ,850-00051,01t5A000007ighVQAQ,4/2/2021,0,134400,1,134400,1,134400,134400
00531000007MUoEAAW,7/20/2020,FALSE,00531000007MUoEAAW,7/20/2020,Other,00k5A00000po9abQAA,0065A00001bBPhbQAG,Camping Tent,01u5A00000tbG2uQAE,MX908-05-1-0-03-00,01t5A000006vviIQAQ,7/20/2020,0,91000,3,91000,5,273000,273000
0055A000008iLoOQAU,6/11/2021,FALSE,0055A000008iLoOQAU,6/11/2021,Other,00k6e00000v3jgbAAA,0066e00001eMXPDAA4,Smartphone Charging Cable,01u5A0000195qk1QAA,850-00033,01t31000007WXnHAAW,6/11/2021,0,725,1,725,1,725,725
